NODE,PI?,PO?,NODE DELAY,NODE LABEL,CLUSTER SIZE,CLUSTER CONTENTS
II11157,N,N,1,11,8,II11157 II11156 g5482 g4915 g4094 II7905 g2863 g1778 
II11158,N,N,1,11,8,II11158 II11156 g5482 g4915 g4094 II7905 g2863 g1778 
g6283,N,N,1,12,8,g6283 II11158 II11157 II11156 g5482 g4915 g4094 II7905 
II11824,N,N,1,13,8,II11824 g6283 II11158 II11157 II11156 g5482 g4915 g4094 
g6606,N,N,1,14,8,g6606 II11824 g6283 II11158 II11157 II11156 g5482 g4915 
II12538,N,N,1,15,8,II12538 g6606 II11824 g6283 II11158 II11157 II11156 g5482 
g6889,N,N,1,16,8,g6889 II12538 g6606 II11824 g6283 II11158 II11157 II11156 
g6889[OL],N,Y,1,17,8,g6889[OL] g6889 II12538 g6606 II11824 g6283 II11158 II11157 
II7878,N,N,1,3,4,II7878 g2829 g1785 g615[IL] 
g4085,N,N,1,4,5,g4085 II7878 g2829 g1785 g615[IL] 
g4904,N,N,1,5,6,g4904 g4085 II7878 g2829 g1785 g615[IL] 
g5474,N,N,1,6,7,g5474 g4904 g4085 II7878 g2829 g1785 g615[IL] 
II11184,N,N,1,7,8,II11184 g5474 g4904 g4085 II7878 g2829 g1785 g615[IL] 
II11185,N,N,1,11,8,II11185 II11184 g5474 g4904 g4085 II7878 g2829 g1785 
II11186,N,N,1,11,8,II11186 II11184 g5474 g4904 g4085 II7878 g2829 g1785 
g6287,N,N,1,12,8,g6287 II11186 II11185 II11184 g5474 g4904 g4085 II7878 
II11796,N,N,1,13,8,II11796 g6287 II11186 II11185 II11184 g5474 g4904 g4085 
g6594,N,N,1,14,8,g6594 II11796 g6287 II11186 II11185 II11184 g5474 g4904 
II12532,N,N,1,15,8,II12532 g6594 II11796 g6287 II11186 II11185 II11184 g5474 
g6887,N,N,1,16,8,g6887 II12532 g6594 II11796 g6287 II11186 II11185 II11184 
g6887[OL],N,Y,1,17,8,g6887[OL] g6887 II12532 g6594 II11796 g6287 II11186 II11185 
II7859,N,N,1,3,4,II7859 g2804 g1796 g617[IL] 
g4076,N,N,1,4,5,g4076 II7859 g2804 g1796 g617[IL] 
g4891,N,N,1,5,6,g4891 g4076 II7859 g2804 g1796 g617[IL] 
g5467,N,N,1,6,7,g5467 g4891 g4076 II7859 g2804 g1796 g617[IL] 
II10327,N,N,1,7,8,II10327 g5467 g4891 g4076 II7859 g2804 g1796 g617[IL] 
II10328,N,N,1,11,8,II10328 II10327 g5467 g4891 g4076 II7859 g2804 g1796 
II10329,N,N,1,11,8,II10329 II10327 g5467 g4891 g4076 II7859 g2804 g1796 
g5752,N,N,1,12,8,g5752 II10329 II10328 II10327 g5467 g4891 g4076 II7859 
II11870,N,N,1,13,8,II11870 g5752 II10329 II10328 II10327 g5467 g4891 g4076 
g6626,N,N,1,14,8,g6626 II11870 g5752 II10329 II10328 II10327 g5467 g4891 
II12526,N,N,1,15,8,II12526 g6626 II11870 g5752 II10329 II10328 II10327 g5467 
g6885,N,N,1,16,8,g6885 II12526 g6626 II11870 g5752 II10329 II10328 II10327 
g6885[OL],N,Y,1,17,8,g6885[OL] g6885 II12526 g6626 II11870 g5752 II10329 II10328 
II7967,N,N,1,3,4,II7967 g2787 g1807 g619[IL] 
g4120,N,N,1,4,5,g4120 II7967 g2787 g1807 g619[IL] 
g4929,N,N,1,5,6,g4929 g4120 II7967 g2787 g1807 g619[IL] 
g5521,N,N,1,6,7,g5521 g4929 g4120 II7967 g2787 g1807 g619[IL] 
II10854,N,N,1,7,8,II10854 g5521 g4929 g4120 II7967 g2787 g1807 g619[IL] 
II10855,N,N,1,11,8,II10855 II10854 g5521 g4929 g4120 II7967 g2787 g1807 
II10856,N,N,1,11,8,II10856 II10854 g5521 g4929 g4120 II7967 g2787 g1807 
g6165,N,N,1,12,8,g6165 II10856 II10855 II10854 g5521 g4929 g4120 II7967 
II11858,N,N,1,13,8,II11858 g6165 II10856 II10855 II10854 g5521 g4929 g4120 
g6622,N,N,1,14,8,g6622 II11858 g6165 II10856 II10855 II10854 g5521 g4929 
II12520,N,N,1,15,8,II12520 g6622 II11858 g6165 II10856 II10855 II10854 g5521 
g6883,N,N,1,16,8,g6883 II12520 g6622 II11858 g6165 II10856 II10855 II10854 
g6883[OL],N,Y,1,17,8,g6883[OL] g6883 II12520 g6622 II11858 g6165 II10856 II10855 
II7925,N,N,1,3,4,II7925 g2761 g1820 g621[IL] 
g4104,N,N,1,4,5,g4104 II7925 g2761 g1820 g621[IL] 
g4919,N,N,1,5,6,g4919 g4104 II7925 g2761 g1820 g621[IL] 
g5492,N,N,1,6,7,g5492 g4919 g4104 II7925 g2761 g1820 g621[IL] 
II10906,N,N,1,7,8,II10906 g5492 g4919 g4104 II7925 g2761 g1820 g621[IL] 
II10907,N,N,1,11,8,II10907 II10906 g5492 g4919 g4104 II7925 g2761 g1820 
II10908,N,N,1,11,8,II10908 II10906 g5492 g4919 g4104 II7925 g2761 g1820 
g6181,N,N,1,12,8,g6181 II10908 II10907 II10906 g5492 g4919 g4104 II7925 
II11835,N,N,1,13,8,II11835 g6181 II10908 II10907 II10906 g5492 g4919 g4104 
g6613,N,N,1,14,8,g6613 II11835 g6181 II10908 II10907 II10906 g5492 g4919 
II12517,N,N,1,15,8,II12517 g6613 II11835 g6181 II10908 II10907 II10906 g5492 
g6882,N,N,1,16,8,g6882 II12517 g6613 II11835 g6181 II10908 II10907 II10906 
g6882[OL],N,Y,1,17,8,g6882[OL] g6882 II12517 g6613 II11835 g6181 II10908 II10907 
II7970,N,N,1,3,4,II7970 g3557 g1773 g610[IL] 
g4121,N,N,1,4,5,g4121 II7970 g3557 g1773 g610[IL] 
g4930,N,N,1,5,6,g4930 g4121 II7970 g3557 g1773 g610[IL] 
g5522,N,N,1,6,7,g5522 g4930 g4121 II7970 g3557 g1773 g610[IL] 
II11108,N,N,1,7,8,II11108 g5522 g4930 g4121 II7970 g3557 g1773 g610[IL] 
II11109,N,N,1,11,8,II11109 II11108 g5522 g4930 g4121 II7970 g3557 g1773 
II11110,N,N,1,11,8,II11110 II11108 g5522 g4930 g4121 II7970 g3557 g1773 
g6275,N,N,1,12,8,g6275 II11110 II11109 II11108 g5522 g4930 g4121 II7970 
II11806,N,N,1,13,8,II11806 g6275 II11110 II11109 II11108 g5522 g4930 g4121 
g6598,N,N,1,14,8,g6598 II11806 g6275 II11110 II11109 II11108 g5522 g4930 
II12511,N,N,1,15,8,II12511 g6598 II11806 g6275 II11110 II11109 II11108 g5522 
g6880,N,N,1,16,8,g6880 II12511 g6598 II11806 g6275 II11110 II11109 II11108 
g6880[OL],N,Y,1,17,8,g6880[OL] g6880 II12511 g6598 II11806 g6275 II11110 II11109 
II7928,N,N,1,3,4,II7928 g2873 g1779 g612[IL] 
g4105,N,N,1,4,5,g4105 II7928 g2873 g1779 g612[IL] 
g4920,N,N,1,5,6,g4920 g4105 II7928 g2873 g1779 g612[IL] 
g5493,N,N,1,6,7,g5493 g4920 g4105 II7928 g2873 g1779 g612[IL] 
II11142,N,N,1,7,8,II11142 g5493 g4920 g4105 II7928 g2873 g1779 g612[IL] 
II11143,N,N,1,11,8,II11143 II11142 g5493 g4920 g4105 II7928 g2873 g1779 
II11144,N,N,1,11,8,II11144 II11142 g5493 g4920 g4105 II7928 g2873 g1779 
g6281,N,N,1,12,8,g6281 II11144 II11143 II11142 g5493 g4920 g4105 II7928 
II11838,N,N,1,13,8,II11838 g6281 II11144 II11143 II11142 g5493 g4920 g4105 
g6614,N,N,1,14,8,g6614 II11838 g6281 II11144 II11143 II11142 g5493 g4920 
II12541,N,N,1,15,8,II12541 g6614 II11838 g6281 II11144 II11143 II11142 g5493 
g6890,N,N,1,16,8,g6890 II12541 g6614 II11838 g6281 II11144 II11143 II11142 
g6890[OL],N,Y,1,17,8,g6890[OL] g6890 II12541 g6614 II11838 g6281 II11144 II11143 
II7885,N,N,1,3,4,II7885 g2837 g1780 g614[IL] 
g4088,N,N,1,4,5,g4088 II7885 g2837 g1780 g614[IL] 
g4908,N,N,1,5,6,g4908 g4088 II7885 g2837 g1780 g614[IL] 
g5477,N,N,1,6,7,g5477 g4908 g4088 II7885 g2837 g1780 g614[IL] 
II11170,N,N,1,7,8,II11170 g5477 g4908 g4088 II7885 g2837 g1780 g614[IL] 
II11171,N,N,1,11,8,II11171 II11170 g5477 g4908 g4088 II7885 g2837 g1780 
II11172,N,N,1,11,8,II11172 II11170 g5477 g4908 g4088 II7885 g2837 g1780 
g6285,N,N,1,12,8,g6285 II11172 II11171 II11170 g5477 g4908 g4088 II7885 
II11809,N,N,1,13,8,II11809 g6285 II11172 II11171 II11170 g5477 g4908 g4088 
g6599,N,N,1,14,8,g6599 II11809 g6285 II11172 II11171 II11170 g5477 g4908 
II12535,N,N,1,15,8,II12535 g6599 II11809 g6285 II11172 II11171 II11170 g5477 
g6888,N,N,1,16,8,g6888 II12535 g6599 II11809 g6285 II11172 II11171 II11170 
g6888[OL],N,Y,1,17,8,g6888[OL] g6888 II12535 g6599 II11809 g6285 II11172 II11171 
II7867,N,N,1,3,4,II7867 g2818 g1792 g616[IL] 
g4080,N,N,1,4,5,g4080 II7867 g2818 g1792 g616[IL] 
g4899,N,N,1,5,6,g4899 g4080 II7867 g2818 g1792 g616[IL] 
g5470,N,N,1,6,7,g5470 g4899 g4080 II7867 g2818 g1792 g616[IL] 
II10305,N,N,1,7,8,II10305 g5470 g4899 g4080 II7867 g2818 g1792 g616[IL] 
II10306,N,N,1,11,8,II10306 II10305 g5470 g4899 g4080 II7867 g2818 g1792 
II10307,N,N,1,11,8,II10307 II10305 g5470 g4899 g4080 II7867 g2818 g1792 
g5748,N,N,1,12,8,g5748 II10307 II10306 II10305 g5470 g4899 g4080 II7867 
II11880,N,N,1,13,8,II11880 g5748 II10307 II10306 II10305 g5470 g4899 g4080 
g6628,N,N,1,14,8,g6628 II11880 g5748 II10307 II10306 II10305 g5470 g4899 
II12529,N,N,1,15,8,II12529 g6628 II11880 g5748 II10307 II10306 II10305 g5470 
g6886,N,N,1,16,8,g6886 II12529 g6628 II11880 g5748 II10307 II10306 II10305 
g6886[OL],N,Y,1,17,8,g6886[OL] g6886 II12529 g6628 II11880 g5748 II10307 II10306 
II7850,N,N,1,3,4,II7850 g2795 g1801 g618[IL] 
g4071,N,N,1,4,5,g4071 II7850 g2795 g1801 g618[IL] 
g4886,N,N,1,5,6,g4886 g4071 II7850 g2795 g1801 g618[IL] 
g5462,N,N,1,6,7,g5462 g4886 g4071 II7850 g2795 g1801 g618[IL] 
II10334,N,N,1,7,8,II10334 g5462 g4886 g4071 II7850 g2795 g1801 g618[IL] 
II10335,N,N,1,11,8,II10335 II10334 g5462 g4886 g4071 II7850 g2795 g1801 
II10336,N,N,1,11,8,II10336 II10334 g5462 g4886 g4071 II7850 g2795 g1801 
g5753,N,N,1,12,8,g5753 II10336 II10335 II10334 g5462 g4886 g4071 II7850 
II11864,N,N,1,13,8,II11864 g5753 II10336 II10335 II10334 g5462 g4886 g4071 
g6624,N,N,1,14,8,g6624 II11864 g5753 II10336 II10335 II10334 g5462 g4886 
II12523,N,N,1,15,8,II12523 g6624 II11864 g5753 II10336 II10335 II10334 g5462 
g6884,N,N,1,16,8,g6884 II12523 g6624 II11864 g5753 II10336 II10335 II10334 
g6884[OL],N,Y,1,17,8,g6884[OL] g6884 II12523 g6624 II11864 g5753 II10336 II10335 
II7950,N,N,1,3,4,II7950 g2774 g1813 g620[IL] 
g4113,N,N,1,4,5,g4113 II7950 g2774 g1813 g620[IL] 
g4924,N,N,1,5,6,g4924 g4113 II7950 g2774 g1813 g620[IL] 
g5516,N,N,1,6,7,g5516 g4924 g4113 II7950 g2774 g1813 g620[IL] 
II10873,N,N,1,7,8,II10873 g5516 g4924 g4113 II7950 g2774 g1813 g620[IL] 
II10874,N,N,1,11,8,II10874 II10873 g5516 g4924 g4113 II7950 g2774 g1813 
II10875,N,N,1,11,8,II10875 II10873 g5516 g4924 g4113 II7950 g2774 g1813 
g6170,N,N,1,12,8,g6170 II10875 II10874 II10873 g5516 g4924 g4113 II7950 
II11821,N,N,1,13,8,II11821 g6170 II10875 II10874 II10873 g5516 g4924 g4113 
g6605,N,N,1,14,8,g6605 II11821 g6170 II10875 II10874 II10873 g5516 g4924 
II12514,N,N,1,15,8,II12514 g6605 II11821 g6170 II10875 II10874 II10873 g5516 
g6881,N,N,1,16,8,g6881 II12514 g6605 II11821 g6170 II10875 II10874 II10873 
g6881[OL],N,Y,1,17,8,g6881[OL] g6881 II12514 g6605 II11821 g6170 II10875 II10874 
II7956,N,N,1,3,4,II7956 g2810 g1922 g1251[IL] 
g4115,N,N,1,4,5,g4115 II7956 g2810 g1922 g1251[IL] 
II8892,N,N,1,5,6,II8892 g4115 II7956 g2810 g1922 g1251[IL] 
g4659,N,N,1,6,7,g4659 II8892 g4115 II7956 g2810 g1922 g1251[IL] 
g4659[OL],N,Y,1,7,8,g4659[OL] g4659 II8892 g4115 II7956 g2810 g1922 g1251[IL] 
g1390[IL],Y,N,0,0,1,g1390[IL] 
gbuf23,N,N,1,1,2,gbuf23 g1390[IL] 
gbuf23[OL],N,Y,1,2,3,gbuf23[OL] gbuf23 g1390[IL] 
II10639,N,N,1,12,8,II10639 g5224 g5114 II9502 g3972 II7691 g3651 II7129 
g6034,N,N,1,13,8,g6034 II10639 g5224 g5114 II9502 g3972 II7691 g3651 
II11488,N,N,1,14,8,II11488 g6034 II10639 g5224 g5114 II9502 g3972 II7691 
g6387,N,N,1,15,8,g6387 II11488 g6034 II10639 g5224 g5114 II9502 g3972 
g6387[OL],N,Y,1,16,8,g6387[OL] g6387 II11488 g6034 II10639 g5224 g5114 II9502 
II5609,N,N,1,1,2,II5609 g16[IL] 
g1769,N,N,1,2,3,g1769 II5609 g16[IL] 
II6463,N,N,1,3,4,II6463 g1769 II5609 g16[IL] 
g2664,N,N,1,4,5,g2664 II6463 g1769 II5609 g16[IL] 
g2664[OL],N,Y,1,5,6,g2664[OL] g2664 II6463 g1769 II5609 g16[IL] 
g1393[IL],Y,N,0,0,1,g1393[IL] 
gbuf24,N,N,1,1,2,gbuf24 g1393[IL] 
gbuf24[OL],N,Y,1,2,3,gbuf24[OL] gbuf24 g1393[IL] 
II10608,N,N,1,12,8,II10608 g5701 g5120 II9512 g3985 II7712 g3657 II7145 
g6010,N,N,1,13,8,g6010 II10608 g5701 g5120 II9512 g3985 II7712 g3657 
II11491,N,N,1,14,8,II11491 g6010 II10608 g5701 g5120 II9512 g3985 II7712 
g6388,N,N,1,15,8,g6388 II11491 g6010 II10608 g5701 g5120 II9512 g3985 
g6388[OL],N,Y,1,16,8,g6388[OL] g6388 II11491 g6010 II10608 g5701 g5120 II9512 
II7973,N,N,1,3,4,II7973 g3071 g1948 g1250[IL] 
g4122,N,N,1,4,5,g4122 II7973 g3071 g1948 g1250[IL] 
II8901,N,N,1,5,6,II8901 g4122 II7973 g3071 g1948 g1250[IL] 
g4662,N,N,1,6,7,g4662 II8901 g4122 II7973 g3071 g1948 g1250[IL] 
g4662[OL],N,Y,1,7,8,g4662[OL] g4662 II8901 g4122 II7973 g3071 g1948 g1250[IL] 
g1396[IL],Y,N,0,0,1,g1396[IL] 
gbuf25,N,N,1,1,2,gbuf25 g1396[IL] 
gbuf25[OL],N,Y,1,2,3,gbuf25[OL] gbuf25 g1396[IL] 
II10646,N,N,1,12,8,II10646 g5364 g5124 II9520 g3995 II7728 g3675 II7167 
g6037,N,N,1,13,8,g6037 II10646 g5364 g5124 II9520 g3995 II7728 g3675 
II11494,N,N,1,14,8,II11494 g6037 II10646 g5364 g5124 II9520 g3995 II7728 
g6389,N,N,1,15,8,g6389 II11494 g6037 II10646 g5364 g5124 II9520 g3995 
g6389[OL],N,Y,1,16,8,g6389[OL] g6389 II11494 g6037 II10646 g5364 g5124 II9520 
II6764,N,N,1,2,4,II6764 g1955 g1189[IL] g16[IL] 
g3013,N,N,1,3,5,g3013 II6764 g1955 g1189[IL] g16[IL] 
II7386,N,N,1,4,6,II7386 g3013 II6764 g1955 g1189[IL] g16[IL] 
g3861,N,N,1,5,7,g3861 II7386 g3013 II6764 g1955 g1189[IL] g16[IL] 
g3861[OL],N,Y,1,6,8,g3861[OL] g3861 II7386 g3013 II6764 g1955 g1189[IL] g16[IL] 
g1399[IL],Y,N,0,0,1,g1399[IL] 
gbuf26,N,N,1,1,2,gbuf26 g1399[IL] 
gbuf26[OL],N,Y,1,2,3,gbuf26[OL] gbuf26 g1399[IL] 
II10614,N,N,1,12,8,II10614 g5302 g5028 II9372 g3902 II7495 g3562 II7044 
g6014,N,N,1,13,8,g6014 II10614 g5302 g5028 II9372 g3902 II7495 g3562 
II11497,N,N,1,14,8,II11497 g6014 II10614 g5302 g5028 II9372 g3902 II7495 
g6390,N,N,1,15,8,g6390 II11497 g6014 II10614 g5302 g5028 II9372 g3902 
g6390[OL],N,Y,1,16,8,g6390[OL] g6390 II11497 g6014 II10614 g5302 g5028 II9372 
II7036,N,N,1,3,4,II7036 g2454 II6294 g1330[IL] 
g3556,N,N,1,4,5,g3556 II7036 g2454 II6294 g1330[IL] 
II6590,N,N,1,3,4,II6590 g2467 II6305 g1333[IL] 
g2872,N,N,1,4,5,g2872 II6590 g2467 II6305 g1333[IL] 
II7609,N,N,1,3,7,II7609 g2471 II6309 g1336[IL] g3771 g1853 g766[IL] 
II7610,N,N,1,4,8,II7610 II7609 g2471 II6309 g1336[IL] g3771 g1853 g766[IL] 
II7611,N,N,1,4,8,II7611 II7609 g2471 II6309 g1336[IL] g3771 g1853 g766[IL] 
g3938,N,N,1,8,8,g3938 II7611 II7610 II7609 g2471 II6309 g1336[IL] g3771 
g5056,N,N,1,9,8,g5056 g3938 II7611 II7610 II7609 g2471 II6309 g1336[IL] 
II7567,N,N,1,3,7,II7567 g2481 II6317 g1339[IL] g3780 g1847 g765[IL] 
II7568,N,N,1,4,8,II7568 II7567 g2481 II6317 g1339[IL] g3780 g1847 g765[IL] 
II7569,N,N,1,4,8,II7569 II7567 g2481 II6317 g1339[IL] g3780 g1847 g765[IL] 
g3924,N,N,1,8,8,g3924 II7569 II7568 II7567 g2481 II6317 g1339[IL] g3780 
II7531,N,N,1,3,7,II7531 g2487 II6323 g1342[IL] g3787 g1842 g764[IL] 
II7532,N,N,1,4,8,II7532 II7531 g2487 II6323 g1342[IL] g3787 g1842 g764[IL] 
II7533,N,N,1,4,8,II7533 II7531 g2487 II6323 g1342[IL] g3787 g1842 g764[IL] 
g3914,N,N,1,8,8,g3914 II7533 II7532 II7531 g2487 II6323 g1342[IL] g3787 
II7503,N,N,1,3,7,II7503 g2498 II6333 g1345[IL] g3802 g1832 g763[IL] 
II7504,N,N,1,4,8,II7504 II7503 g2498 II6333 g1345[IL] g3802 g1832 g763[IL] 
II7505,N,N,1,4,8,II7505 II7503 g2498 II6333 g1345[IL] g3802 g1832 g763[IL] 
g3906,N,N,1,8,8,g3906 II7505 II7504 II7503 g2498 II6333 g1345[IL] g3802 
II7478,N,N,1,3,7,II7478 g2502 II6337 g1348[IL] g3808 g1827 g762[IL] 
II7479,N,N,1,4,8,II7479 II7478 g2502 II6337 g1348[IL] g3808 g1827 g762[IL] 
II7480,N,N,1,4,8,II7480 II7478 g2502 II6337 g1348[IL] g3808 g1827 g762[IL] 
g3899,N,N,1,8,8,g3899 II7480 II7479 II7478 g2502 II6337 g1348[IL] g3808 
g5039,N,N,1,9,8,g5039 g3899 g3906 g3914 g3924 II7480 II7479 II7478 
II7459,N,N,1,3,7,II7459 g2506 II6341 g1351[IL] g3815 g1822 g761[IL] 
II7460,N,N,1,4,8,II7460 II7459 g2506 II6341 g1351[IL] g3815 g1822 g761[IL] 
II7461,N,N,1,4,8,II7461 II7459 g2506 II6341 g1351[IL] g3815 g1822 g761[IL] 
g3894,N,N,1,8,8,g3894 II7461 II7460 II7459 g2506 II6341 g1351[IL] g3815 
II7436,N,N,1,3,7,II7436 g2517 II6348 g1354[IL] g3822 g1815 g760[IL] 
II7437,N,N,1,4,8,II7437 II7436 g2517 II6348 g1354[IL] g3822 g1815 g760[IL] 
II7438,N,N,1,4,8,II7438 II7436 g2517 II6348 g1354[IL] g3822 g1815 g760[IL] 
g3889,N,N,1,8,8,g3889 II7438 II7437 II7436 g2517 II6348 g1354[IL] g3822 
II7421,N,N,1,3,7,II7421 g2525 II6354 g1357[IL] g2703 g1809 g759[IL] 
II7422,N,N,1,4,8,II7422 II7421 g2525 II6354 g1357[IL] g2703 g1809 g759[IL] 
II7423,N,N,1,4,8,II7423 II7421 g2525 II6354 g1357[IL] g2703 g1809 g759[IL] 
g3886,N,N,1,8,8,g3886 II7423 II7422 II7421 g2525 II6354 g1357[IL] g2703 
II8326,N,N,1,3,7,II8326 g2011 II5847 g1360[IL] g2721 g1803 g758[IL] 
II8327,N,N,1,4,8,II8327 II8326 g2011 II5847 g1360[IL] g2721 g1803 g758[IL] 
II8328,N,N,1,4,8,II8328 II8326 g2011 II5847 g1360[IL] g2721 g1803 g758[IL] 
g4359,N,N,1,8,8,g4359 II8328 II8327 II8326 g2011 II5847 g1360[IL] g2721 
g5023,N,N,1,9,8,g5023 g4359 g3886 g3889 g3894 II8328 II8327 II8326 
g5672,N,N,1,13,8,g5672 g5023 g4359 g3886 g3889 g3894 g5039 g3899 
II10998,N,N,1,14,8,II10998 g5672 g5023 g4359 g3886 g3889 g3894 g5039 
g6219,N,N,1,15,8,g6219 II10998 g5672 g5023 g4359 g3886 g3889 g3894 
II11500,N,N,1,16,8,II11500 g6219 II10998 g5672 g5023 g4359 g3886 g3889 
g6391,N,N,1,17,8,g6391 II11500 g6219 II10998 g5672 g5023 g4359 g3886 
g6391[OL],N,Y,1,18,8,g6391[OL] g6391 II11500 g6219 II10998 g5672 g5023 g4359 
g1402[IL],Y,N,0,0,1,g1402[IL] 
gbuf27,N,N,1,1,2,gbuf27 g1402[IL] 
gbuf27[OL],N,Y,1,2,3,gbuf27[OL] gbuf27 g1402[IL] 
g1403[IL],Y,N,0,0,1,g1403[IL] 
gbuf28,N,N,1,1,2,gbuf28 g1403[IL] 
gbuf28[OL],N,Y,1,2,3,gbuf28[OL] gbuf28 g1403[IL] 
g1404[IL],Y,N,0,0,1,g1404[IL] 
gbuf29,N,N,1,1,2,gbuf29 g1404[IL] 
gbuf29[OL],N,Y,1,2,3,gbuf29[OL] gbuf29 g1404[IL] 
II5565,N,N,1,1,2,II5565 g1296[IL] 
g1721,N,N,1,2,3,g1721 II5565 g1296[IL] 
II7616,N,N,1,3,7,II7616 g1721 II5565 g1296[IL] g3008 g1816 g767[IL] 
II7617,N,N,1,4,8,II7617 II7616 g1721 II5565 g1296[IL] g3008 g1816 g767[IL] 
II7618,N,N,1,4,8,II7618 II7616 g1721 II5565 g1296[IL] g3008 g1816 g767[IL] 
g3939,N,N,1,8,8,g3939 II7618 II7617 II7616 g1721 II5565 g1296[IL] g3008 
II5562,N,N,1,1,2,II5562 g1300[IL] 
g1718,N,N,1,2,3,g1718 II5562 g1300[IL] 
II7574,N,N,1,3,7,II7574 g1718 II5562 g1300[IL] g2999 g1823 g768[IL] 
II7575,N,N,1,4,8,II7575 II7574 g1718 II5562 g1300[IL] g2999 g1823 g768[IL] 
II7576,N,N,1,4,8,II7576 II7574 g1718 II5562 g1300[IL] g2999 g1823 g768[IL] 
g3925,N,N,1,8,8,g3925 II7576 II7575 II7574 g1718 II5562 g1300[IL] g2999 
II5559,N,N,1,1,2,II5559 g1292[IL] 
g1715,N,N,1,2,3,g1715 II5559 g1292[IL] 
II7538,N,N,1,3,7,II7538 g1715 II5559 g1292[IL] g2996 g1828 g769[IL] 
II7539,N,N,1,4,8,II7539 II7538 g1715 II5559 g1292[IL] g2996 g1828 g769[IL] 
II7540,N,N,1,4,8,II7540 II7538 g1715 II5559 g1292[IL] g2996 g1828 g769[IL] 
g3915,N,N,1,8,8,g3915 II7540 II7539 II7538 g1715 II5559 g1292[IL] g2996 
II5555,N,N,1,1,2,II5555 g1288[IL] 
g1711,N,N,1,2,3,g1711 II5555 g1288[IL] 
II7510,N,N,1,3,7,II7510 g1711 II5555 g1288[IL] g2992 g1833 g770[IL] 
II7511,N,N,1,4,8,II7511 II7510 g1711 II5555 g1288[IL] g2992 g1833 g770[IL] 
II7512,N,N,1,4,8,II7512 II7510 g1711 II5555 g1288[IL] g2992 g1833 g770[IL] 
g3907,N,N,1,8,8,g3907 II7512 II7511 II7510 g1711 II5555 g1288[IL] g2992 
g5057,N,N,1,9,8,g5057 g3907 g3915 g3925 g3939 II7512 II7511 II7510 
II5552,N,N,1,1,2,II5552 g1284[IL] 
g1708,N,N,1,2,3,g1708 II5552 g1284[IL] 
II7485,N,N,1,3,7,II7485 g1708 II5552 g1284[IL] g2989 g1843 g771[IL] 
II7486,N,N,1,4,8,II7486 II7485 g1708 II5552 g1284[IL] g2989 g1843 g771[IL] 
II7487,N,N,1,4,8,II7487 II7485 g1708 II5552 g1284[IL] g2989 g1843 g771[IL] 
g3900,N,N,1,8,8,g3900 II7487 II7486 II7485 g1708 II5552 g1284[IL] g2989 
II5548,N,N,1,1,2,II5548 g1280[IL] 
g1704,N,N,1,2,3,g1704 II5548 g1280[IL] 
II7466,N,N,1,3,7,II7466 g1704 II5548 g1280[IL] g2982 g1848 g772[IL] 
II7467,N,N,1,4,8,II7467 II7466 g1704 II5548 g1280[IL] g2982 g1848 g772[IL] 
II7468,N,N,1,4,8,II7468 II7466 g1704 II5548 g1280[IL] g2982 g1848 g772[IL] 
g3895,N,N,1,8,8,g3895 II7468 II7467 II7466 g1704 II5548 g1280[IL] g2982 
II5545,N,N,1,1,2,II5545 g1276[IL] 
g1701,N,N,1,2,3,g1701 II5545 g1276[IL] 
II7443,N,N,1,3,7,II7443 g1701 II5545 g1276[IL] g2973 g1854 g773[IL] 
II7444,N,N,1,4,8,II7444 II7443 g1701 II5545 g1276[IL] g2973 g1854 g773[IL] 
II7445,N,N,1,4,8,II7445 II7443 g1701 II5545 g1276[IL] g2973 g1854 g773[IL] 
g3890,N,N,1,8,8,g3890 II7445 II7444 II7443 g1701 II5545 g1276[IL] g2973 
II5542,N,N,1,1,2,II5542 g1272[IL] 
g1698,N,N,1,2,3,g1698 II5542 g1272[IL] 
II8338,N,N,1,3,7,II8338 g1698 II5542 g1272[IL] g2966 g1856 g774[IL] 
II8339,N,N,1,4,8,II8339 II8338 g1698 II5542 g1272[IL] g2966 g1856 g774[IL] 
II8340,N,N,1,4,8,II8340 II8338 g1698 II5542 g1272[IL] g2966 g1856 g774[IL] 
g4363,N,N,1,8,8,g4363 II8340 II8339 II8338 g1698 II5542 g1272[IL] g2966 
g5040,N,N,1,9,8,g5040 g4363 g3890 g3895 g3900 II8340 II8339 II8338 
g5698,N,N,1,13,8,g5698 g5040 g4363 g3890 g3895 g3900 g5057 g3907 
II11001,N,N,1,14,8,II11001 g5698 g5040 g4363 g3890 g3895 g3900 g5057 
g6220,N,N,1,15,8,g6220 II11001 g5698 g5040 g4363 g3890 g3895 g3900 
II11503,N,N,1,16,8,II11503 g6220 II11001 g5698 g5040 g4363 g3890 g3895 
g6392,N,N,1,17,8,g6392 II11503 g6220 II11001 g5698 g5040 g4363 g3890 
g6392[OL],N,Y,1,18,8,g6392[OL] g6392 II11503 g6220 II11001 g5698 g5040 g4363 
g1415[IL],Y,N,0,0,1,g1415[IL] 
g1662,N,N,1,1,2,g1662 g1412[IL] 
g2668,N,N,1,2,3,g2668 g1662 g1412[IL] 
g4235,N,N,1,3,5,g4235 g2668 g1662 g1412[IL] g1415[IL] 
g1430[IL],Y,N,0,0,1,g1430[IL] 
g1431[IL],Y,N,0,0,1,g1431[IL] 
